tag,step,wall_time,value
Episode_Reward/action_rate_l2,51193,1785316350.1465185,-0.29648861289024353
Episode_Reward/action_rate_l2,51194,1785316351.0980437,-0.3003113567829132
Episode_Reward/action_rate_l2,51195,1785316352.0492792,-0.29885873198509216
Episode_Reward/action_rate_l2,51196,1785316352.996016,-0.2958548069000244
Episode_Reward/action_rate_l2,51197,1785316353.918328,-0.3021396994590759
Episode_Reward/action_rate_l2,51198,1785316354.874055,-0.296983540058136
Episode_Reward/action_rate_l2,51199,1785316355.855103,-0.29886186122894287
Episode_Reward/action_rate_l2,51200,1785316356.822544,-0.30303651094436646
Episode_Reward/action_rate_l2,51201,1785316357.7587638,-0.2998224198818207
Episode_Reward/action_rate_l2,51202,1785316358.7067385,-0.30246415734291077
Episode_Reward/action_rate_l2,51203,1785316359.64713,-0.29690977931022644
Episode_Reward/action_rate_l2,51204,1785316360.6040514,-0.2980564832687378
Episode_Reward/action_rate_l2,51205,1785316361.5599985,-0.2981434166431427
Episode_Reward/action_rate_l2,51206,1785316362.497812,-0.2999657392501831
Episode_Reward/action_rate_l2,51207,1785316363.4515536,-0.30603036284446716
Episode_Reward/action_rate_l2,51208,1785316364.40992,-0.29921936988830566
Episode_Reward/action_rate_l2,51209,1785316365.3745422,-0.3010963797569275
Episode_Reward/action_rate_l2,51210,1785316366.3275743,-0.3005508780479431
Episode_Reward/action_rate_l2,51211,1785316367.2809048,-0.2983693778514862
Episode_Reward/action_rate_l2,51212,1785316368.2155979,-0.3005724549293518
Episode_Reward/action_rate_l2,51213,1785316369.1660542,-0.2999151945114136
Episode_Reward/action_rate_l2,51214,1785316370.0905282,-0.29765579104423523
Episode_Reward/action_rate_l2,51215,1785316371.043034,-0.300454705953598
Episode_Reward/action_rate_l2,51216,1785316371.9677246,-0.3004007041454315
Episode_Reward/action_rate_l2,51217,1785316372.9059126,-0.29589754343032837
Episode_Reward/action_rate_l2,51218,1785316373.852212,-0.3002173900604248
Episode_Reward/action_rate_l2,51219,1785316374.8056796,-0.30443650484085083
Episode_Reward/action_rate_l2,51220,1785316375.765038,-0.30048033595085144
Episode_Reward/action_rate_l2,51221,1785316376.7274806,-0.29840990900993347
Episode_Reward/action_rate_l2,51222,1785316377.6676402,-0.29879245162010193
Episode_Reward/action_rate_l2,51223,1785316378.6121485,-0.2975248396396637
Episode_Reward/action_rate_l2,51224,1785316379.5666173,-0.3007718324661255
Episode_Reward/action_rate_l2,51225,1785316380.5179718,-0.2996363043785095
Episode_Reward/action_rate_l2,51226,1785316381.4814525,-0.3019646108150482
Episode_Reward/action_rate_l2,51227,1785316382.4049263,-0.3001404106616974
Episode_Reward/action_rate_l2,51228,1785316383.3746533,-0.2999914288520813
Episode_Reward/action_rate_l2,51229,1785316384.3201,-0.29707735776901245
Episode_Reward/action_rate_l2,51230,1785316385.2755954,-0.3036808669567108
Episode_Reward/action_rate_l2,51231,1785316386.242635,-0.2999950349330902
Episode_Reward/action_rate_l2,51232,1785316387.2078238,-0.2989460825920105
Episode_Reward/action_rate_l2,51233,1785316388.159857,-0.3000067174434662
Episode_Reward/action_rate_l2,51234,1785316389.1403112,-0.30048590898513794
Episode_Reward/action_rate_l2,51235,1785316390.1005094,-0.29975426197052
Episode_Reward/action_rate_l2,51236,1785316391.0277905,-0.3024154603481293
Episode_Reward/action_rate_l2,51237,1785316391.986385,-0.29790404438972473
Episode_Reward/action_rate_l2,51238,1785316392.9152114,-0.2997108995914459
Episode_Reward/action_rate_l2,51239,1785316393.8307896,-0.29760488867759705
Episode_Reward/action_rate_l2,51240,1785316394.784176,-0.2984437048435211
Episode_Reward/action_rate_l2,51241,1785316395.7344575,-0.30562326312065125
Episode_Reward/action_rate_l2,51242,1785316396.6962397,-0.3011510372161865
Episode_Reward/action_rate_l2,51243,1785316397.6344678,-0.2982841432094574
Episode_Reward/action_rate_l2,51244,1785316398.5655305,-0.30264973640441895
Episode_Reward/action_rate_l2,51245,1785316399.51022,-0.3025718629360199
Episode_Reward/action_rate_l2,51246,1785316400.455709,-0.299483060836792
Episode_Reward/action_rate_l2,51247,1785316401.3942158,-0.3017556071281433
Episode_Reward/action_rate_l2,51248,1785316402.3165236,-0.30553632974624634
Episode_Reward/action_rate_l2,51249,1785316403.278332,-0.3042251467704773
Episode_Reward/action_rate_l2,51250,1785316404.2509525,-0.3040386736392975
Episode_Reward/action_rate_l2,51251,1785316405.1916084,-0.30043017864227295
Episode_Reward/action_rate_l2,51252,1785316406.1285787,-0.2999187707901001
Episode_Reward/action_rate_l2,51253,1785316407.071216,-0.3002215325832367
Episode_Reward/action_rate_l2,51254,1785316408.0301402,-0.30086010694503784
Episode_Reward/action_rate_l2,51255,1785316408.991557,-0.30403363704681396
Episode_Reward/action_rate_l2,51256,1785316409.9375544,-0.2981569170951843
Episode_Reward/action_rate_l2,51257,1785316410.8527033,-0.3035089373588562
Episode_Reward/action_rate_l2,51258,1785316411.8179202,-0.30117982625961304
Episode_Reward/action_rate_l2,51259,1785316412.7801223,-0.29840993881225586
Episode_Reward/action_rate_l2,51260,1785316413.729949,-0.29820388555526733
Episode_Reward/action_rate_l2,51261,1785316414.6856947,-0.3020189106464386
Episode_Reward/action_rate_l2,51262,1785316415.6628232,-0.30209749937057495
Episode_Reward/action_rate_l2,51263,1785316416.5895061,-0.29948288202285767
Episode_Reward/action_rate_l2,51264,1785316417.54855,-0.2979271113872528
Episode_Reward/action_rate_l2,51265,1785316418.483616,-0.30188190937042236
Episode_Reward/action_rate_l2,51266,1785316419.4341865,-0.30304938554763794
Episode_Reward/action_rate_l2,51267,1785316420.3942556,-0.2990984320640564
Episode_Reward/action_rate_l2,51268,1785316421.3422208,-0.30175885558128357
Episode_Reward/action_rate_l2,51269,1785316422.297378,-0.3011452555656433
Episode_Reward/action_rate_l2,51270,1785316423.255376,-0.29417043924331665
Episode_Reward/action_rate_l2,51271,1785316424.1787062,-0.3047100901603699
Episode_Reward/action_rate_l2,51272,1785316425.1457748,-0.30241113901138306
Episode_Reward/action_rate_l2,51273,1785316426.0849826,-0.29755541682243347
Episode_Reward/action_rate_l2,51274,1785316427.0375733,-0.30083781480789185
Episode_Reward/action_rate_l2,51275,1785316428.005253,-0.30313944816589355
Episode_Reward/action_rate_l2,51276,1785316428.9658098,-0.3003383278846741
Episode_Reward/action_rate_l2,51277,1785316429.8940423,-0.29950040578842163
Episode_Reward/action_rate_l2,51278,1785316430.8576913,-0.29982709884643555
Episode_Reward/action_rate_l2,51279,1785316431.8167129,-0.301334023475647
Episode_Reward/action_rate_l2,51280,1785316432.7668262,-0.29724419116973877
Episode_Reward/action_rate_l2,51281,1785316433.709561,-0.3021484613418579
Episode_Reward/action_rate_l2,51282,1785316434.6890473,-0.2982543706893921
Episode_Reward/action_rate_l2,51283,1785316435.627517,-0.30156031250953674
Episode_Reward/action_rate_l2,51284,1785316436.571083,-0.30116844177246094
Episode_Reward/action_rate_l2,51285,1785316437.5298312,-0.30233025550842285
Episode_Reward/action_rate_l2,51286,1785316438.46604,-0.29419204592704773
Episode_Reward/action_rate_l2,51287,1785316439.4129078,-0.30071645975112915
Episode_Reward/action_rate_l2,51288,1785316440.3780477,-0.30298253893852234
Episode_Reward/action_rate_l2,51289,1785316441.330931,-0.3004103899002075
Episode_Reward/action_rate_l2,51290,1785316442.304622,-0.3036847710609436
Episode_Reward/action_rate_l2,51291,1785316443.2426424,-0.300814151763916
Episode_Reward/action_rate_l2,51292,1785316444.2014687,-0.3020619750022888
Episode_Reward/action_rate_l2,51293,1785316445.1587021,-0.30393263697624207
Episode_Reward/action_rate_l2,51294,1785316446.1434186,-0.3004348576068878
Episode_Reward/action_rate_l2,51295,1785316447.0757594,-0.30588099360466003
Episode_Reward/action_rate_l2,51296,1785316448.0111084,-0.30046290159225464
Episode_Reward/action_rate_l2,51297,1785316448.9516044,-0.3027670681476593
Episode_Reward/action_rate_l2,51298,1785316449.8965013,-0.2993359863758087
Episode_Reward/action_rate_l2,51299,1785316450.837988,-0.29804036021232605
Episode_Reward/action_rate_l2,51300,1785316451.761561,-0.29596149921417236
Episode_Reward/action_rate_l2,51301,1785316452.7194703,-0.3054125905036926
Episode_Reward/action_rate_l2,51302,1785316453.6887991,-0.30340293049812317
Episode_Reward/action_rate_l2,51303,1785316454.65951,-0.30109238624572754
Episode_Reward/action_rate_l2,51304,1785316455.6146524,-0.30160844326019287
Episode_Reward/action_rate_l2,51305,1785316456.5615854,-0.29745495319366455
Episode_Reward/action_rate_l2,51306,1785316457.5205274,-0.30394288897514343
Episode_Reward/action_rate_l2,51307,1785316458.4902096,-0.3046727180480957
Episode_Reward/action_rate_l2,51308,1785316459.4512684,-0.30182722210884094
Episode_Reward/action_rate_l2,51309,1785316460.4109933,-0.30102384090423584
Episode_Reward/action_rate_l2,51310,1785316461.365071,-0.302168607711792
Episode_Reward/action_rate_l2,51311,1785316462.2963908,-0.3004174530506134
Episode_Reward/action_rate_l2,51312,1785316463.2249238,-0.29919299483299255
Episode_Reward/action_rate_l2,51313,1785316464.1568286,-0.30482780933380127
Episode_Reward/action_rate_l2,51314,1785316465.1127229,-0.30200690031051636
Episode_Reward/action_rate_l2,51315,1785316466.0768533,-0.29879432916641235
Episode_Reward/action_rate_l2,51316,1785316467.0105236,-0.3015955686569214
Episode_Reward/action_rate_l2,51317,1785316467.9728718,-0.3021274209022522
Episode_Reward/action_rate_l2,51318,1785316468.9451125,-0.30253180861473083
Episode_Reward/action_rate_l2,51319,1785316469.8847442,-0.3043171167373657
Episode_Reward/action_rate_l2,51320,1785316470.8275812,-0.3052518367767334
Episode_Reward/action_rate_l2,51321,1785316471.755152,-0.29813721776008606
Episode_Reward/action_rate_l2,51322,1785316472.693224,-0.3017503023147583
Episode_Reward/action_rate_l2,51323,1785316473.6368897,-0.30419230461120605
Episode_Reward/action_rate_l2,51324,1785316474.5708103,-0.3029271960258484
Episode_Reward/action_rate_l2,51325,1785316475.5422566,-0.30093908309936523
Episode_Reward/action_rate_l2,51326,1785316476.4747837,-0.3010660707950592
Episode_Reward/action_rate_l2,51327,1785316477.4359794,-0.3109673261642456
Episode_Reward/action_rate_l2,51328,1785316478.3950691,-0.3012901544570923
Episode_Reward/action_rate_l2,51329,1785316479.3394737,-0.3021888732910156
Episode_Reward/action_rate_l2,51330,1785316480.3168952,-0.3041738271713257
Episode_Reward/action_rate_l2,51331,1785316481.284887,-0.3011556565761566
Episode_Reward/action_rate_l2,51332,1785316482.2678103,-0.3067823350429535
Episode_Reward/action_rate_l2,51333,1785316483.2243202,-0.30465859174728394
Episode_Reward/action_rate_l2,51334,1785316484.1753726,-0.2938815653324127
Episode_Reward/action_rate_l2,51335,1785316485.13983,-0.3037833273410797
Episode_Reward/action_rate_l2,51336,1785316486.0729191,-0.2976185083389282
Episode_Reward/action_rate_l2,51337,1785316487.0320082,-0.3020036220550537
Episode_Reward/action_rate_l2,51338,1785316487.9799018,-0.30190515518188477
Episode_Reward/action_rate_l2,51339,1785316488.9368627,-0.30286502838134766
Episode_Reward/action_rate_l2,51340,1785316489.8804193,-0.30512362718582153
Episode_Reward/action_rate_l2,51341,1785316490.8326588,-0.30236515402793884
Episode_Reward/action_rate_l2,51342,1785316491.802594,-0.3021351099014282
Episode_Reward/action_rate_l2,51343,1785316492.7474775,-0.301812082529068
Episode_Reward/action_rate_l2,51344,1785316493.69666,-0.2993958592414856
Episode_Reward/action_rate_l2,51345,1785316494.651531,-0.3053511083126068
Episode_Reward/action_rate_l2,51346,1785316495.6174357,-0.301894873380661
Episode_Reward/action_rate_l2,51347,1785316496.5549436,-0.29991060495376587
Episode_Reward/action_rate_l2,51348,1785316497.5082874,-0.304928719997406
Episode_Reward/action_rate_l2,51349,1785316498.4459844,-0.30499976873397827
Episode_Reward/action_rate_l2,51350,1785316499.402836,-0.30297285318374634
Episode_Reward/action_rate_l2,51351,1785316500.3484209,-0.30386051535606384
Episode_Reward/action_rate_l2,51352,1785316501.279895,-0.30629295110702515
Episode_Reward/action_rate_l2,51353,1785316502.2320724,-0.30072176456451416
Episode_Reward/action_rate_l2,51354,1785316503.1602347,-0.3062632083892822
Episode_Reward/action_rate_l2,51355,1785316504.1110742,-0.3045189380645752
Episode_Reward/action_rate_l2,51356,1785316505.0620158,-0.3008444011211395
Episode_Reward/action_rate_l2,51357,1785316506.014869,-0.30013513565063477
Episode_Reward/action_rate_l2,51358,1785316506.993726,-0.3008792996406555
Episode_Reward/action_rate_l2,51359,1785316507.9565713,-0.3004879951477051
Episode_Reward/action_rate_l2,51360,1785316508.887245,-0.303081750869751
Episode_Reward/action_rate_l2,51361,1785316509.8498626,-0.30344536900520325
Episode_Reward/action_rate_l2,51362,1785316510.79317,-0.3022678792476654
Episode_Reward/action_rate_l2,51363,1785316511.744389,-0.29987335205078125
Episode_Reward/action_rate_l2,51364,1785316512.6533875,-0.3018873333930969
Episode_Reward/action_rate_l2,51365,1785316513.619075,-0.3011837303638458
Episode_Reward/action_rate_l2,51366,1785316514.5590804,-0.3043271601200104
Episode_Reward/action_rate_l2,51367,1785316515.511972,-0.3044562339782715
Episode_Reward/action_rate_l2,51368,1785316516.452428,-0.30279624462127686
Episode_Reward/action_rate_l2,51369,1785316517.3841617,-0.3023821711540222
Episode_Reward/action_rate_l2,51370,1785316518.3225365,-0.3039431571960449
